log_id,event_time_raw,incident_type_raw,location_raw,severity_raw,reported_by
INC-101107,06/28/2026 18:46,PHYSICAL BREACH,Zone I,Medium,Hotline
INC-101108,2026-07-12 09:09,Physical Security,Zone B,3,Auto-Sensor
INC-101109,05/10/2026 07:59,Environmental Risk,Zone B,Low,
INC-101110,2026-07-05 13:03,PHYSICAL BREACH,,Low,SOC Analyst
INC-101111,2026-07-15 06:04,Cyber Incident,Zone E,4,Field Officer
INC-101112,07/08/2026 19:14,physical breach,Zone F,Critical,SOC Analyst
INC-101113,29-Apr-2026 17:51,env. hazard,Zone D,Medium,Auto-Sensor
INC-101114,2026-06-17 19:51,Intrusion,Zone A,Medium,Hotline
INC-101115,28-Jun-2026 07:43,Physical Security,Zone B,High,Field Officer
INC-101116,2026-05-25 09:07,PHYSICAL BREACH,Zone J,Medium,Auto-Sensor
INC-101117,05/19/2026 21:26,unclassified,Zone J,Medium,SOC Analyst
INC-101118,15-Jun-2026 11:51,misc incident,,Low,Auto-Sensor
INC-101119,2026-06-17 02:18,Intrusion,Zone G,High,SOC Analyst
INC-101120,24-Jun-2026 08:53,ENVIRONMENTAL,Zone G,Medium,Auto-Sensor
INC-101121,11-May-2026 01:39,phishing attempt,Zone C,Low,SOC Analyst
INC-101122,06/22/2026 21:43,unauthorized-access,Zone I,Low,SOC Analyst
INC-101123,2026-06-24 16:33,CYBER,Zone A,4,
INC-101124,05/14/2026 23:31,perimeter breach,,High,Field Officer
INC-101125,02-Jul-2026 20:39,Intrusion Attempt,Zone C,Medium,Hotline
INC-101126,19-Jun-2026 09:50,physical breach,,Medium,Hotline
INC-101127,2026-06-03 10:48,INTRUSION,Zone A,Low,Hotline
INC-101128,2026-05-02 14:10,phishing attempt,Zone A,Medium,Field Officer
INC-101129,16-Jun-2026 14:57,malware detected,,Medium,Field Officer
INC-101130,21-May-2026 14:25,physical breach,Zone J,Medium,Field Officer
INC-101131,26-Jun-2026 01:43,INTRUSION,Zone D,,Auto-Sensor
INC-101132,2026-06-02 08:16,unclassified,Zone J,High,Field Officer
INC-101133,2026-05-16 12:36,malware detected,Zone A,4,Auto-Sensor
INC-101134,30-Jun-2026 12:40,cyber-intrusion,Zone F,4,Auto-Sensor
INC-101135,2026-06-12 16:01,unauthorized-access,Zone A,Medium,
INC-101136,06/17/2026 08:33,Intrusion Attempt,Zone H,4,SOC Analyst
INC-101137,2026-07-19 01:09,perimeter breach,Zone F,Medium,Hotline
INC-101138,2026-05-11 04:24,INTRUSION,Zone I,Medium,Field Officer
INC-101139,2026-06-04 02:16,Physical Security,Zone H,Critical,Auto-Sensor
INC-101140,2026-06-17 04:59,Physical Security,Zone B,Low,Field Officer
INC-101141,19-Jul-2026 22:02,intrusion detected,Zone B,Medium,SOC Analyst
INC-101142,2026-05-25 06:12,Intrusion Attempt,,Low,SOC Analyst
INC-101143,06/18/2026 00:46,phishing attempt,,Medium,Field Officer
INC-101144,29-Apr-2026 23:01,CYBER,Zone G,,
INC-101145,05/20/2026 13:09,weather alert,Zone F,High,Hotline
INC-101146,2026-07-24 18:42,phishing attempt,Zone A,3,Hotline
INC-101147,02-May-2026 13:51,INTRUSION,Zone C,Low,Hotline
INC-101148,2026-05-16 18:48,Intrusion,,High,Hotline
INC-101149,2026-06-09 08:56,unauthorized-access,Zone B,Low,
INC-101150,22-May-2026 19:49,env. hazard,Zone E,High,
INC-101151,06/22/2026 13:23,cyber-intrusion,Zone D,4,SOC Analyst
INC-101152,05/12/2026 19:49,INTRUSION,Zone E,Critical,Field Officer
INC-101153,2026-06-14 04:18,Environmental Risk,Zone D,Critical,Hotline
INC-101154,13-May-2026 02:37,CYBER,,Medium,Auto-Sensor
INC-101155,09-Jun-2026 11:56,Intrusion Attempt,Zone A,Medium,Auto-Sensor
INC-101156,13-May-2026 23:07,INTRUSION,Zone C,High,
INC-101157,2026-06-25 06:14,phishing attempt,Zone D,Medium,
INC-101158,2026-06-14 14:50,Intrusion Attempt,,High,
INC-101159,25-Jun-2026 12:16,cyber-intrusion,Zone E,3,Field Officer
INC-101160,27-Jun-2026 11:31,misc incident,Zone G,High,
INC-101161,2026-06-21 08:02,Physical Security,Zone B,3,Hotline
INC-101162,2026-06-29 15:22,perimeter breach,Zone A,Medium,
INC-101163,2026-05-14 03:18,intrusion detected,Zone B,High,Hotline
INC-101164,06/16/2026 19:53,Intrusion Attempt,,Critical,Hotline
INC-101165,2026-06-18 23:58,cyber-intrusion,Zone B,Medium,SOC Analyst
INC-101166,2026-05-23 16:14,CYBER,Zone A,Medium,SOC Analyst
INC-101167,2026-06-17 04:39,PHYSICAL BREACH,Zone B,Critical,Auto-Sensor
INC-101168,10-Jul-2026 17:21,misc incident,Zone A,Medium,SOC Analyst
INC-101169,07-Jun-2026 22:48,phishing attempt,Zone E,Medium,
INC-101170,26-Jun-2026 04:04,CYBER,Zone B,Low,SOC Analyst
INC-101171,07/03/2026 14:59,N/A,Zone H,3,Field Officer
INC-101172,2026-05-05 23:51,Other,Zone I,Low,Auto-Sensor
INC-101173,06/08/2026 12:00,perimeter breach,Zone G,Medium,Hotline
INC-101174,29-Jun-2026 15:14,malware detected,Zone H,Medium,Hotline
INC-101175,2026-06-22 03:27,Other,,Critical,
INC-101176,09-Jun-2026 00:22,Physical Security,Zone G,High,
INC-101177,2026-07-04 12:29,phishing attempt,Zone H,High,SOC Analyst
INC-101178,2026-05-13 23:42,misc incident,Zone E,High,Field Officer
INC-101179,22-May-2026 22:41,physical breach,Zone A,Medium,Auto-Sensor
INC-101180,2026-06-09 15:09,misc incident,Zone H,,Field Officer
INC-101181,2026-05-15 15:42,Intrusion Attempt,Zone F,High,Field Officer
INC-101182,09-Jun-2026 13:17,Intrusion,Zone I,Medium,
INC-101183,25-May-2026 19:46,phishing attempt,Zone F,3,
INC-101184,2026-05-03 05:24,phishing attempt,Zone G,Medium,
INC-101185,02-Jun-2026 13:33,intrusion detected,Zone E,High,Auto-Sensor
INC-101186,04/30/2026 17:33,unauthorized-access,Zone G,Medium,SOC Analyst
INC-101187,02-Jul-2026 19:42,phishing attempt,Zone E,Critical,SOC Analyst
INC-101188,2026-05-23 23:33,weather alert,Zone E,4,Field Officer
INC-101189,18-Jun-2026 02:12,cyber-intrusion,Zone G,3,Hotline
INC-101190,05/12/2026 00:33,N/A,Zone G,4,
INC-101191,15-May-2026 12:21,Intrusion,,4,
INC-101192,08-May-2026 01:24,malware detected,Zone C,3,Hotline
INC-101193,15-Jun-2026 01:02,physical breach,,Medium,
INC-101194,05/30/2026 14:46,misc incident,Zone A,,Hotline
INC-101195,06/18/2026 13:45,CYBER,Zone D,Medium,Field Officer
INC-101196,30-Apr-2026 06:14,intrusion detected,Zone H,High,Hotline
INC-101197,19-Jun-2026 15:31,unclassified,Zone E,High,Auto-Sensor
INC-101198,2026-07-26 23:27,Cyber Incident,Zone H,High,Auto-Sensor
INC-101199,18-Jun-2026 23:44,Physical Security,Zone G,Medium,Field Officer
INC-101200,08-Jun-2026 15:45,unclassified,Zone H,High,
INC-101201,05/30/2026 22:25,Physical Security,Zone B,High,
INC-101202,01-Jul-2026 04:42,env. hazard,Zone D,High,Hotline
INC-101203,23-Jul-2026 07:56,CYBER,,4,Field Officer
INC-101204,05/11/2026 16:22,env. hazard,Zone B,,Auto-Sensor
INC-101205,05/03/2026 03:45,intrusion detected,Zone G,3,Auto-Sensor
INC-101206,13-Jul-2026 06:12,unclassified,Zone A,Critical,SOC Analyst
INC-101207,2026-05-06 06:46,env. hazard,Zone C,Medium,
INC-101208,2026-06-16 07:43,perimeter breach,Zone C,Medium,Field Officer
INC-101209,07/19/2026 22:59,PHYSICAL BREACH,Zone G,3,Field Officer
INC-101210,06/25/2026 00:18,N/A,Zone E,Medium,SOC Analyst
INC-101211,24-Jul-2026 09:24,perimeter breach,Zone C,High,Field Officer
INC-101212,06/05/2026 06:01,Physical Security,Zone J,High,Hotline
INC-101213,07/20/2026 20:32,weather alert,Zone I,Medium,Hotline
INC-101214,2026-07-15 14:03,unauthorized-access,Zone G,4,Auto-Sensor
INC-101215,05/17/2026 01:29,ENVIRONMENTAL,,High,SOC Analyst
INC-101216,12-May-2026 11:02,phishing attempt,Zone J,Medium,Hotline
INC-101217,07/18/2026 07:49,INTRUSION,Zone E,High,
INC-101218,05/23/2026 23:30,Cyber Incident,Zone G,Medium,Auto-Sensor
INC-101219,08-Jul-2026 08:25,Cyber Incident,,Low,Hotline
INC-101220,2026-06-03 01:07,phishing attempt,Zone B,Low,
INC-101221,2026-06-12 23:10,N/A,Zone F,Critical,
INC-101222,2026-06-13 13:31,malware detected,Zone D,High,Field Officer
INC-101223,04-May-2026 13:02,N/A,Zone C,Low,Hotline
INC-101224,06/22/2026 14:03,Physical Security,Zone E,Critical,Hotline
INC-101225,04/29/2026 16:28,intrusion detected,Zone F,Medium,Field Officer
INC-101226,2026-06-27 21:07,weather alert,Zone J,High,Hotline
INC-101227,05/23/2026 03:48,unauthorized-access,Zone J,Low,Hotline
INC-101228,30-Apr-2026 04:05,ENVIRONMENTAL,Zone E,High,
INC-101229,07/01/2026 11:34,physical breach,Zone B,Critical,Hotline
INC-101230,2026-06-03 13:38,unauthorized-access,Zone B,Critical,Field Officer
INC-101231,2026-05-19 20:26,Environmental Risk,Zone B,Medium,Hotline
INC-101232,06/26/2026 15:53,weather alert,Zone J,High,SOC Analyst
INC-101233,16-Jun-2026 21:10,Intrusion Attempt,Zone E,4,SOC Analyst
INC-101234,05/25/2026 04:53,Physical Security,Zone H,Critical,Auto-Sensor
INC-101235,05/25/2026 20:49,env. hazard,Zone B,Medium,Field Officer
INC-101236,06/23/2026 23:17,INTRUSION,Zone G,4,
INC-101237,21-Jul-2026 13:34,PHYSICAL BREACH,Zone J,3,Field Officer
INC-101238,14-Jun-2026 19:19,unclassified,Zone H,,Auto-Sensor
INC-101239,26-Jun-2026 09:13,Cyber Incident,,Low,Field Officer
INC-101240,30-May-2026 08:55,unauthorized-access,Zone A,3,Field Officer
INC-101241,25-Jul-2026 17:52,Environmental Risk,Zone E,High,Field Officer
INC-101242,20-Jul-2026 17:16,INTRUSION,Zone I,High,
INC-101243,2026-07-27 09:24,perimeter breach,Zone B,Low,SOC Analyst
INC-101244,28-Jun-2026 14:53,Intrusion Attempt,Zone B,High,Hotline
INC-101245,2026-05-26 12:02,weather alert,,Critical,Field Officer
INC-101246,27-May-2026 18:00,phishing attempt,Zone B,Low,Field Officer
INC-101247,2026-06-25 09:32,intrusion detected,Zone J,Medium,Auto-Sensor
INC-101248,06/22/2026 08:24,Environmental Risk,Zone F,3,Field Officer
INC-101249,06/13/2026 12:17,misc incident,Zone J,Medium,
INC-101250,02-May-2026 23:55,Physical Security,Zone D,Low,Field Officer
INC-101251,05/01/2026 08:11,PHYSICAL BREACH,Zone E,Low,Auto-Sensor
INC-101252,2026-06-01 03:03,intrusion detected,Zone D,High,Field Officer
INC-101253,05/12/2026 23:53,Other,,Medium,SOC Analyst
INC-101254,14-Jul-2026 12:26,N/A,Zone I,3,Auto-Sensor
INC-101255,2026-05-07 04:30,Physical Security,Zone B,High,Field Officer
INC-101256,06/24/2026 23:22,physical breach,Zone C,Medium,Field Officer
INC-101257,2026-05-27 18:22,misc incident,Zone D,Low,Field Officer
INC-101258,04/30/2026 05:41,Cyber Incident,Zone D,Medium,SOC Analyst
INC-101259,2026-06-15 11:00,ENVIRONMENTAL,Zone H,,Field Officer
INC-101260,2026-05-13 04:46,cyber-intrusion,Zone H,Medium,SOC Analyst
INC-101261,05/18/2026 02:41,CYBER,Zone J,3,Hotline
INC-101262,18-May-2026 12:07,Cyber Incident,Zone G,Low,
INC-101263,07/19/2026 20:07,weather alert,Zone I,High,Hotline
INC-101264,2026-07-11 19:37,Intrusion,Zone J,3,Auto-Sensor
INC-101265,13-Jun-2026 08:55,Cyber Incident,Zone E,4,SOC Analyst
INC-101266,2026-06-09 18:06,perimeter breach,Zone G,3,Field Officer
INC-101267,28-Jun-2026 18:17,PHYSICAL BREACH,Zone G,Low,Hotline
INC-101268,07/22/2026 06:27,Intrusion,Zone F,High,Field Officer
INC-101269,2026-05-06 23:15,env. hazard,Zone G,Critical,SOC Analyst
INC-101270,07/12/2026 16:55,Environmental Risk,Zone C,Low,SOC Analyst
INC-101271,07/11/2026 15:38,perimeter breach,Zone D,Medium,SOC Analyst
INC-101272,2026-07-20 13:48,perimeter breach,Zone A,Low,Auto-Sensor
INC-101273,26-May-2026 05:37,malware detected,Zone F,High,
INC-101274,07/24/2026 16:22,CYBER,Zone I,,
INC-101275,2026-05-15 04:38,unauthorized-access,Zone C,Medium,
INC-101276,07/06/2026 13:15,Cyber Incident,Zone A,High,Hotline
INC-101277,07/23/2026 05:41,malware detected,Zone E,Critical,Auto-Sensor
INC-101278,07/22/2026 09:22,Cyber Incident,,Critical,
INC-101279,06/28/2026 05:07,Environmental Risk,Zone G,High,Hotline
INC-101280,2026-06-13 18:00,intrusion detected,Zone D,Medium,SOC Analyst
INC-101281,06/29/2026 17:07,INTRUSION,,Critical,SOC Analyst
INC-101282,2026-06-07 07:50,Cyber Incident,,Medium,Hotline
INC-101283,19-May-2026 05:22,Environmental Risk,Zone H,Low,SOC Analyst
INC-101284,21-Jul-2026 07:21,Environmental Risk,Zone I,Critical,SOC Analyst
INC-101285,2026-06-03 04:25,N/A,Zone D,Low,SOC Analyst
INC-101286,2026-07-10 19:57,CYBER,Zone H,Critical,Field Officer
INC-101287,06/15/2026 21:19,Intrusion Attempt,Zone E,4,SOC Analyst
INC-101288,2026-07-26 18:57,Cyber Incident,Zone F,High,SOC Analyst
INC-101289,07/23/2026 23:16,cyber-intrusion,Zone B,Medium,
INC-101290,2026-05-24 15:13,cyber-intrusion,,Critical,SOC Analyst
INC-101291,05/01/2026 00:59,malware detected,Zone G,High,
INC-101292,06/23/2026 05:23,Environmental Risk,Zone E,Low,Field Officer
INC-101293,2026-06-03 19:06,unauthorized-access,,Medium,Field Officer
INC-101294,05/18/2026 04:04,malware detected,Zone J,Low,Field Officer
INC-101295,06/23/2026 05:15,phishing attempt,Zone H,High,Field Officer
INC-101296,2026-07-05 22:03,Physical Security,Zone J,Low,
INC-101297,07-Jul-2026 16:34,Intrusion Attempt,Zone H,Low,SOC Analyst
INC-101298,05/23/2026 06:31,CYBER,Zone D,High,Hotline
INC-101299,2026-07-26 01:59,CYBER,Zone E,Critical,Field Officer
INC-101300,2026-06-11 21:51,perimeter breach,Zone E,Medium,Hotline
INC-101301,07/08/2026 08:57,malware detected,Zone C,Medium,Hotline
INC-101302,06/07/2026 13:53,intrusion detected,Zone E,Medium,Hotline
INC-101303,05/12/2026 02:57,CYBER,Zone B,Low,
INC-101304,22-Jul-2026 08:09,N/A,Zone J,Medium,SOC Analyst
INC-101305,18-Jun-2026 06:04,Intrusion Attempt,Zone I,Low,SOC Analyst
INC-101306,2026-05-20 02:09,malware detected,Zone C,Medium,Field Officer
INC-101307,07/23/2026 23:12,unauthorized-access,,High,SOC Analyst
INC-101308,15-Jun-2026 06:00,cyber-intrusion,Zone J,Medium,Auto-Sensor
INC-101309,2026-05-13 05:58,Intrusion Attempt,Zone C,Medium,Auto-Sensor
INC-101310,17-Jun-2026 05:56,Intrusion Attempt,,High,Field Officer
INC-101311,05/02/2026 08:09,malware detected,Zone E,Medium,Auto-Sensor
INC-101312,06/08/2026 22:30,malware detected,,Medium,Hotline
INC-101313,05/28/2026 14:50,PHYSICAL BREACH,Zone C,,
INC-101314,05/24/2026 21:59,perimeter breach,Zone I,Medium,Field Officer
INC-101315,21-May-2026 03:12,CYBER,Zone G,Medium,Hotline
INC-101316,2026-05-02 15:49,Environmental Risk,Zone F,Medium,Auto-Sensor
INC-101317,05/25/2026 18:05,physical breach,Zone J,High,Field Officer
INC-101318,2026-06-17 22:39,phishing attempt,Zone E,Low,Auto-Sensor
INC-101319,06/21/2026 01:03,Intrusion Attempt,Zone H,3,SOC Analyst
INC-101320,05/24/2026 16:27,unclassified,Zone B,Medium,
INC-101321,06/13/2026 06:57,INTRUSION,Zone J,Low,
INC-101322,06/15/2026 16:52,Physical Security,Zone G,4,Hotline
INC-101323,2026-06-10 10:27,phishing attempt,,Low,
INC-101324,03-Jul-2026 23:21,weather alert,,High,SOC Analyst
INC-101325,2026-05-26 03:36,Cyber Incident,Zone A,Medium,Hotline
INC-101326,27-May-2026 12:22,PHYSICAL BREACH,,Critical,SOC Analyst
INC-101327,04-May-2026 04:46,misc incident,Zone A,Medium,Hotline
INC-101328,2026-05-12 16:41,Other,Zone I,Medium,Field Officer
INC-101329,2026-07-17 07:46,Intrusion,Zone A,Critical,SOC Analyst
INC-101330,2026-05-20 02:25,Environmental Risk,Zone D,Medium,Field Officer
INC-101331,2026-05-04 03:03,CYBER,Zone C,Low,
INC-101332,2026-07-26 07:28,env. hazard,Zone J,Low,SOC Analyst
INC-101333,04-May-2026 14:04,weather alert,Zone I,High,Hotline
INC-101334,06/23/2026 11:03,Intrusion,Zone J,Critical,Hotline
INC-101335,29-Jun-2026 05:14,Intrusion Attempt,,Critical,
INC-101336,20-Jun-2026 18:08,Environmental Risk,Zone I,Medium,Auto-Sensor
INC-101337,29-Jun-2026 04:04,physical breach,Zone H,High,Field Officer
INC-101338,2026-05-12 13:07,Intrusion Attempt,Zone I,Medium,
INC-101339,2026-05-20 21:02,cyber-intrusion,,Medium,Field Officer
INC-101340,07-Jul-2026 09:09,Intrusion Attempt,Zone G,Medium,Hotline
INC-101341,2026-05-12 17:23,ENVIRONMENTAL,Zone H,Medium,Hotline
INC-101342,20-Jun-2026 12:40,Intrusion,Zone J,Medium,SOC Analyst
INC-101343,17-May-2026 02:12,misc incident,Zone E,Medium,Field Officer
INC-101344,2026-07-15 16:13,env. hazard,Zone A,Low,Field Officer
INC-101345,2026-05-29 15:27,Intrusion,Zone J,Critical,
INC-101346,18-May-2026 01:43,perimeter breach,,Medium,SOC Analyst
INC-101347,2026-05-26 06:40,cyber-intrusion,Zone H,High,Field Officer
INC-101348,2026-07-27 07:41,weather alert,Zone J,High,
INC-101349,2026-05-19 19:42,INTRUSION,Zone H,Low,Field Officer
INC-101350,2026-06-10 03:39,unclassified,Zone A,Medium,SOC Analyst
INC-101351,05/07/2026 18:32,phishing attempt,Zone G,Critical,SOC Analyst
INC-101352,2026-07-02 12:01,CYBER,,Medium,SOC Analyst
INC-101353,2026-07-20 20:10,Physical Security,,3,Auto-Sensor
INC-101354,10-May-2026 23:21,Intrusion,Zone D,3,Field Officer
INC-101355,06/07/2026 04:11,env. hazard,,3,Field Officer
INC-101356,05/08/2026 17:31,misc incident,Zone F,Low,Hotline
INC-101357,19-Jul-2026 05:25,CYBER,,,SOC Analyst
INC-101358,05/20/2026 13:51,cyber-intrusion,Zone A,,
INC-101359,27-Jun-2026 02:22,ENVIRONMENTAL,Zone E,Medium,Hotline
INC-101360,2026-06-02 02:53,weather alert,Zone E,Medium,Field Officer
INC-101361,06/04/2026 21:16,Other,,High,Hotline
INC-101362,05/20/2026 02:20,intrusion detected,Zone F,High,
INC-101363,07/27/2026 05:54,Environmental Risk,Zone A,High,Auto-Sensor
INC-101364,2026-06-06 08:05,malware detected,Zone B,Critical,Hotline
INC-101365,05/07/2026 04:19,unclassified,Zone D,4,
INC-101366,10-Jul-2026 06:02,perimeter breach,Zone A,Low,Auto-Sensor
INC-101367,10-May-2026 15:37,CYBER,Zone I,Critical,Auto-Sensor
INC-101368,06/05/2026 06:16,Cyber Incident,Zone E,,Hotline
INC-101369,27-May-2026 03:14,weather alert,Zone F,Medium,SOC Analyst
INC-101370,07-May-2026 12:00,physical breach,Zone J,Critical,Hotline
INC-101371,12-May-2026 13:18,INTRUSION,Zone F,,SOC Analyst
INC-101372,2026-07-03 02:13,CYBER,,High,Field Officer
INC-101373,07/14/2026 08:31,Intrusion,Zone C,High,Hotline
INC-101374,2026-07-21 18:39,Physical Security,Zone G,High,Hotline
INC-101375,29-Apr-2026 06:19,phishing attempt,Zone E,Critical,Field Officer
INC-101376,05/03/2026 12:14,INTRUSION,Zone J,4,Hotline
INC-101377,07/03/2026 09:13,malware detected,Zone A,Low,
INC-101378,05/15/2026 18:41,Environmental Risk,Zone H,Low,Hotline
INC-101379,2026-06-30 22:31,Intrusion,Zone B,High,Auto-Sensor
INC-101380,2026-05-21 11:43,intrusion detected,Zone I,High,Hotline
INC-101381,04-Jul-2026 02:24,Intrusion,Zone I,Low,Auto-Sensor
INC-101382,2026-05-15 08:31,Intrusion,,Medium,Hotline
INC-101383,2026-05-09 01:39,INTRUSION,Zone H,Medium,Field Officer
INC-101384,05/17/2026 15:05,cyber-intrusion,Zone B,High,Field Officer
INC-101385,07/26/2026 17:47,N/A,Zone G,Medium,SOC Analyst
INC-101386,2026-06-08 18:52,cyber-intrusion,Zone D,4,Hotline
INC-101387,05/30/2026 05:19,Intrusion,Zone I,High,
INC-101388,2026-06-19 17:09,Intrusion,Zone H,High,Field Officer
INC-101389,2026-06-21 15:17,Intrusion Attempt,,Low,SOC Analyst
INC-101390,05/07/2026 06:06,unclassified,Zone I,High,
INC-101391,02-Jul-2026 03:26,intrusion detected,Zone F,High,Hotline
INC-101392,26-Jul-2026 20:18,weather alert,Zone A,,Auto-Sensor
INC-101393,2026-06-20 07:35,CYBER,Zone I,3,Auto-Sensor
INC-101394,2026-07-19 14:50,Intrusion Attempt,Zone H,High,Auto-Sensor
INC-101395,05/02/2026 00:37,PHYSICAL BREACH,Zone H,High,SOC Analyst
INC-101396,14-May-2026 16:23,weather alert,,,Auto-Sensor
INC-101397,2026-07-01 20:16,phishing attempt,Zone G,Medium,Field Officer
INC-101398,04-Jul-2026 12:50,unauthorized-access,,Low,SOC Analyst
INC-101399,06/12/2026 19:13,Intrusion,Zone E,Low,Auto-Sensor
INC-101400,08-Jul-2026 19:07,misc incident,Zone H,Medium,Field Officer
INC-101401,04-May-2026 10:51,unauthorized-access,,Medium,Field Officer
INC-101402,05/30/2026 01:53,Intrusion,Zone J,Critical,Auto-Sensor
INC-101403,11-May-2026 10:30,Intrusion Attempt,Zone H,Low,SOC Analyst
INC-101404,07/01/2026 06:45,weather alert,Zone E,Critical,Field Officer
INC-101405,2026-05-31 09:11,weather alert,Zone B,4,Hotline
INC-101406,2026-07-19 02:30,weather alert,Zone A,Medium,Auto-Sensor
INC-101407,05/22/2026 17:23,physical breach,Zone B,Medium,SOC Analyst
INC-101408,2026-07-26 06:58,malware detected,Zone J,High,SOC Analyst
INC-101409,2026-07-18 03:33,perimeter breach,Zone A,High,Hotline
INC-101410,2026-06-28 03:36,unclassified,Zone H,Medium,Auto-Sensor
INC-101411,2026-07-10 17:23,unauthorized-access,Zone D,Low,
INC-101412,2026-05-07 18:27,physical breach,Zone D,Medium,Field Officer
INC-101413,05/07/2026 10:24,ENVIRONMENTAL,Zone J,Critical,SOC Analyst
INC-101414,2026-07-06 20:49,PHYSICAL BREACH,Zone A,Low,SOC Analyst
INC-101415,06/01/2026 07:06,misc incident,Zone J,High,Auto-Sensor
INC-101416,25-May-2026 04:48,phishing attempt,Zone I,Medium,SOC Analyst
INC-101417,2026-06-10 04:42,Physical Security,Zone G,3,Field Officer
INC-101418,14-Jun-2026 11:42,phishing attempt,,Low,Hotline
INC-101419,24-Jun-2026 03:30,physical breach,Zone H,High,SOC Analyst
INC-101420,07/14/2026 07:12,weather alert,Zone C,Low,Field Officer
INC-101421,01-May-2026 12:10,N/A,,Medium,Hotline
INC-101422,2026-06-09 11:10,ENVIRONMENTAL,Zone A,Medium,SOC Analyst
INC-101423,2026-06-20 01:08,N/A,Zone E,Medium,
INC-101424,11-Jul-2026 04:07,CYBER,,High,
INC-101425,07/18/2026 13:53,Other,Zone E,Low,Field Officer
INC-101426,2026-06-15 09:57,INTRUSION,Zone J,Medium,
INC-101427,10-May-2026 16:06,Intrusion,Zone D,High,Field Officer
INC-101428,2026-05-11 09:43,perimeter breach,Zone F,High,Auto-Sensor
INC-101429,2026-07-21 02:51,weather alert,,3,
INC-101430,05/07/2026 07:01,N/A,Zone I,Critical,
INC-101431,2026-07-13 00:52,weather alert,Zone G,Low,Auto-Sensor
INC-101432,06/21/2026 11:02,cyber-intrusion,,,
INC-101433,02-May-2026 04:40,Intrusion Attempt,Zone H,Low,SOC Analyst
INC-101434,2026-06-25 07:59,cyber-intrusion,Zone C,Critical,Auto-Sensor
INC-101435,23-Jul-2026 19:28,PHYSICAL BREACH,Zone H,3,Auto-Sensor
INC-101436,2026-05-15 17:20,physical breach,Zone I,Low,Hotline
INC-101437,15-Jul-2026 13:54,env. hazard,Zone I,Critical,Field Officer
INC-101438,2026-06-02 11:41,CYBER,Zone F,Medium,Field Officer
INC-101439,22-May-2026 16:26,perimeter breach,Zone B,Critical,Hotline
INC-101440,29-Jun-2026 20:55,PHYSICAL BREACH,,Medium,SOC Analyst
INC-101441,01-Jul-2026 19:31,CYBER,Zone A,Medium,Hotline
INC-101442,07/18/2026 00:00,weather alert,Zone G,High,Field Officer
INC-101443,07-May-2026 09:27,malware detected,,Low,Auto-Sensor
INC-101444,2026-05-08 23:02,Intrusion Attempt,Zone J,Critical,Auto-Sensor
INC-101445,05/15/2026 02:48,Physical Security,Zone B,High,SOC Analyst
INC-101446,2026-06-28 14:03,Intrusion,Zone J,Medium,Field Officer
INC-101447,22-May-2026 14:38,Intrusion,Zone G,Critical,Hotline
INC-101448,07/26/2026 08:23,Intrusion,Zone D,Medium,Auto-Sensor
INC-101449,2026-07-08 17:30,ENVIRONMENTAL,,Low,Auto-Sensor
INC-101450,2026-07-12 21:48,cyber-intrusion,Zone I,Medium,SOC Analyst
INC-101451,2026-07-26 21:58,Intrusion Attempt,Zone D,High,Hotline
INC-101452,05/12/2026 14:06,unclassified,Zone J,Medium,Auto-Sensor
INC-101453,07/05/2026 08:26,unclassified,Zone E,4,SOC Analyst
INC-101454,2026-07-08 06:12,phishing attempt,Zone I,Critical,Field Officer
INC-101455,2026-07-19 22:49,cyber-intrusion,,Medium,Field Officer
INC-101456,2026-04-29 08:55,PHYSICAL BREACH,Zone D,Medium,Auto-Sensor
INC-101457,2026-05-27 02:11,CYBER,,Low,Auto-Sensor
INC-101458,07/04/2026 16:38,INTRUSION,Zone J,Medium,Field Officer
INC-101459,07/10/2026 12:19,Physical Security,Zone I,,SOC Analyst
INC-101460,29-May-2026 03:05,phishing attempt,Zone J,Medium,
INC-101461,2026-07-18 05:32,Physical Security,Zone H,3,SOC Analyst
INC-101462,02-Jul-2026 23:02,CYBER,Zone I,High,SOC Analyst
INC-101463,11-Jun-2026 15:33,physical breach,Zone A,High,Field Officer
INC-101464,04-May-2026 04:04,Intrusion Attempt,Zone I,High,Auto-Sensor
INC-101465,2026-05-30 18:58,Intrusion,Zone J,High,Auto-Sensor
INC-101466,07/02/2026 14:04,ENVIRONMENTAL,Zone A,High,SOC Analyst
INC-101467,06/04/2026 19:41,phishing attempt,Zone H,Medium,SOC Analyst
INC-101468,2026-06-15 10:00,PHYSICAL BREACH,Zone H,Medium,SOC Analyst
INC-101469,07/14/2026 00:21,physical breach,Zone F,High,
INC-101470,2026-07-18 23:52,misc incident,Zone C,3,SOC Analyst
INC-101471,02-May-2026 00:51,malware detected,Zone H,Medium,Auto-Sensor
INC-101472,27-Jun-2026 03:19,cyber-intrusion,Zone E,Low,Field Officer
INC-101473,05/14/2026 19:10,unauthorized-access,Zone G,High,
INC-101474,2026-06-12 17:39,cyber-intrusion,,,SOC Analyst
INC-101475,2026-07-02 15:36,misc incident,Zone E,Critical,Hotline
INC-101476,2026-05-04 17:36,INTRUSION,Zone B,High,Hotline
INC-101477,27-May-2026 11:56,INTRUSION,Zone I,Medium,Field Officer
