feed_id,reported_time,threat_category_raw,confidence_score,source_name,geo_hint
EXT-400942,2026-05-28T06:00:00,Cyber,50.6,GlobalIntel API,Central Hub
EXT-400943,2026-06-04T04:00:00,Cyber,74.2,GlobalIntel API,Northern District
EXT-400944,2026-05-11T12:00:00,Intrusion,66.1,OpenCTI Mirror,Central Hub
EXT-400945,2026-06-10T06:00:00,Cyber,73.8,CyberSentry Feed,Northern District
EXT-400946,2026-06-01T13:00:00,Cyber,49.1,CyberSentry Feed,Northern District
EXT-400947,2026-06-08T17:00:00,,52.6,ThreatWatch Intl,Zone F
EXT-400948,2026-07-09T23:00:00,intrusion,74.9,ThreatWatch Intl,Zone E
EXT-400949,2026-06-20T12:00:00,Cyber,71.7,CyberSentry Feed,Zone I
EXT-400950,2026-07-23T18:00:00,Physical,99.0,CyberSentry Feed,Zone J
EXT-400951,2026-05-29T16:00:00,Physical,52.0,GlobalIntel API,Zone F
EXT-400952,2026-05-11T02:00:00,Intrusion,38.3,OpenCTI Mirror,Northern District
EXT-400953,2026-05-15T06:00:00,Other,57.2,GlobalIntel API,Zone J
EXT-400954,2026-07-22T07:00:00,CYBER-related,57.0,GlobalIntel API,Southern Belt
EXT-400955,2026-06-29T03:00:00,,69.9,GlobalIntel API,Western Zone
EXT-400956,2026-05-02T04:00:00,Cyber,77.3,ThreatWatch Intl,Zone A
EXT-400957,2026-07-15T15:00:00,Physical,62.9,CyberSentry Feed,Northern District
EXT-400958,2026-05-26T11:00:00,intrusion,54.8,CyberSentry Feed,Zone H
EXT-400959,2026-07-21T02:00:00,Environmental,82.0,OpenCTI Mirror,Zone B
EXT-400960,2026-06-25T23:00:00,Other,63.3,OpenCTI Mirror,Central Hub
EXT-400961,2026-07-06T17:00:00,Other,61.4,CyberSentry Feed,Western Zone
EXT-400962,2026-07-08T21:00:00,intrusion,54.5,OpenCTI Mirror,Western Zone
EXT-400963,2026-07-02T19:00:00,Intrusion,41.1,ThreatWatch Intl,Western Zone
EXT-400964,2026-07-24T22:00:00,CYBER-related,66.7,GlobalIntel API,Zone H
EXT-400965,2026-06-27T08:00:00,CYBER-related,76.8,CyberSentry Feed,Zone B
EXT-400966,2026-07-02T23:00:00,intrusion,91.6,CyberSentry Feed,Zone H
EXT-400967,2026-07-21T18:00:00,Intrusion,79.3,CyberSentry Feed,Central Hub
EXT-400968,2026-06-29T22:00:00,Other,60.5,ThreatWatch Intl,Western Zone
EXT-400969,2026-05-23T03:00:00,Physical,97.6,GlobalIntel API,Zone C
EXT-400970,2026-07-22T00:00:00,Cyber,73.3,ThreatWatch Intl,Southern Belt
EXT-400971,2026-05-11T16:00:00,CYBER-related,99.0,CyberSentry Feed,Zone C
EXT-400972,2026-06-07T00:00:00,Cyber,81.0,OpenCTI Mirror,Northern District
EXT-400973,2026-05-28T16:00:00,Physical,62.6,OpenCTI Mirror,Eastern Corridor
EXT-400974,2026-05-04T07:00:00,CYBER-related,74.0,OpenCTI Mirror,Northern District
EXT-400975,2026-06-20T12:00:00,intrusion,60.8,CyberSentry Feed,Zone H
EXT-400976,2026-06-03T22:00:00,Physical,77.8,GlobalIntel API,Zone G
EXT-400977,2026-07-16T14:00:00,intrusion,85.5,ThreatWatch Intl,Southern Belt
EXT-400978,2026-07-13T23:00:00,,38.2,OpenCTI Mirror,Western Zone
EXT-400979,2026-07-20T15:00:00,Environmental,63.2,OpenCTI Mirror,Southern Belt
EXT-400980,2026-07-16T21:00:00,,91.9,ThreatWatch Intl,Southern Belt
EXT-400981,2026-07-03T20:00:00,intrusion,85.5,GlobalIntel API,Northern District
EXT-400982,2026-05-02T00:00:00,Cyber,55.6,ThreatWatch Intl,Northern District
EXT-400983,2026-06-25T02:00:00,CYBER-related,65.3,CyberSentry Feed,Zone A
EXT-400984,2026-05-23T00:00:00,,51.3,CyberSentry Feed,Zone B
EXT-400985,2026-07-18T07:00:00,,67.8,CyberSentry Feed,Zone J
EXT-400986,2026-05-11T06:00:00,,51.9,ThreatWatch Intl,Zone C
EXT-400987,2026-06-03T23:00:00,CYBER-related,75.2,CyberSentry Feed,Zone E
EXT-400988,2026-07-08T17:00:00,Intrusion,42.1,ThreatWatch Intl,Zone G
EXT-400989,2026-07-02T17:00:00,Physical,43.1,ThreatWatch Intl,Zone B
EXT-400990,2026-05-16T02:00:00,CYBER-related,55.9,GlobalIntel API,Southern Belt
EXT-400991,2026-06-09T06:00:00,intrusion,70.6,OpenCTI Mirror,Eastern Corridor
EXT-400992,2026-05-09T10:00:00,,31.0,CyberSentry Feed,
EXT-400993,2026-05-04T02:00:00,,43.6,CyberSentry Feed,Western Zone
EXT-400994,2026-05-19T21:00:00,Physical,89.6,CyberSentry Feed,Northern District
EXT-400995,2026-06-29T02:00:00,,49.7,CyberSentry Feed,Northern District
EXT-400996,2026-05-21T09:00:00,,46.1,GlobalIntel API,Central Hub
EXT-400997,2026-07-21T11:00:00,intrusion,44.1,CyberSentry Feed,Eastern Corridor
EXT-400998,2026-06-02T03:00:00,Intrusion,75.1,OpenCTI Mirror,Zone E
EXT-400999,2026-07-09T09:00:00,Other,56.8,CyberSentry Feed,Central Hub
EXT-401000,2026-05-06T18:00:00,,78.2,CyberSentry Feed,Zone C
EXT-401001,2026-05-09T05:00:00,Physical,57.6,ThreatWatch Intl,Southern Belt
EXT-401002,2026-07-13T05:00:00,Physical,60.9,GlobalIntel API,Zone D
EXT-401003,2026-07-05T04:00:00,,56.9,ThreatWatch Intl,Northern District
EXT-401004,2026-05-20T15:00:00,Environmental,57.5,CyberSentry Feed,Southern Belt
EXT-401005,2026-05-29T08:00:00,CYBER-related,80.9,ThreatWatch Intl,Western Zone
EXT-401006,2026-05-26T02:00:00,intrusion,70.2,CyberSentry Feed,Zone H
EXT-401007,2026-04-29T15:00:00,Other,44.7,CyberSentry Feed,Zone B
EXT-401008,2026-06-28T00:00:00,Intrusion,64.7,GlobalIntel API,Western Zone
EXT-401009,2026-06-07T07:00:00,Environmental,68.0,OpenCTI Mirror,Zone J
EXT-401010,2026-05-29T08:00:00,Cyber,59.3,OpenCTI Mirror,Zone E
EXT-401011,2026-05-10T05:00:00,Other,85.9,GlobalIntel API,Zone C
EXT-401012,2026-05-26T08:00:00,intrusion,44.7,ThreatWatch Intl,Eastern Corridor
EXT-401013,2026-06-11T19:00:00,Cyber,83.8,ThreatWatch Intl,Zone J
EXT-401014,2026-07-20T16:00:00,intrusion,85.3,GlobalIntel API,Zone C
EXT-401015,2026-07-14T02:00:00,Cyber,99.0,GlobalIntel API,Zone F
EXT-401016,2026-05-14T06:00:00,intrusion,76.6,ThreatWatch Intl,Zone J
EXT-401017,2026-06-07T00:00:00,Physical,95.4,OpenCTI Mirror,Central Hub
EXT-401018,2026-05-14T23:00:00,Physical,36.9,OpenCTI Mirror,Eastern Corridor
EXT-401019,2026-06-18T16:00:00,Environmental,43.2,CyberSentry Feed,Zone B
EXT-401020,2026-05-17T00:00:00,Environmental,63.0,ThreatWatch Intl,Northern District
EXT-401021,2026-05-14T23:00:00,CYBER-related,63.9,CyberSentry Feed,Eastern Corridor
EXT-401022,2026-06-14T01:00:00,Environmental,27.9,ThreatWatch Intl,Southern Belt
EXT-401023,2026-06-06T03:00:00,Physical,70.2,CyberSentry Feed,Southern Belt
EXT-401024,2026-06-14T16:00:00,intrusion,54.0,OpenCTI Mirror,Central Hub
EXT-401025,2026-05-04T20:00:00,CYBER-related,57.4,CyberSentry Feed,Zone G
EXT-401026,2026-06-03T03:00:00,,47.3,ThreatWatch Intl,Eastern Corridor
EXT-401027,2026-05-19T08:00:00,Intrusion,70.7,CyberSentry Feed,Zone C
EXT-401028,2026-05-05T10:00:00,Environmental,76.4,CyberSentry Feed,Eastern Corridor
EXT-401029,2026-06-30T21:00:00,Cyber,44.7,OpenCTI Mirror,Central Hub
EXT-401030,2026-07-22T00:00:00,,99.0,CyberSentry Feed,Zone J
EXT-401031,2026-06-29T08:00:00,Intrusion,41.1,OpenCTI Mirror,
EXT-401032,2026-06-04T23:00:00,Physical,59.8,CyberSentry Feed,Zone D
EXT-401033,2026-06-11T21:00:00,Intrusion,57.0,OpenCTI Mirror,Zone F
EXT-401034,2026-07-03T06:00:00,Physical,62.8,OpenCTI Mirror,Central Hub
EXT-401035,2026-07-24T00:00:00,Cyber,68.8,ThreatWatch Intl,Zone E
EXT-401036,2026-07-02T15:00:00,Other,51.7,CyberSentry Feed,Zone J
EXT-401037,2026-05-15T21:00:00,CYBER-related,52.2,OpenCTI Mirror,Southern Belt
EXT-401038,2026-07-24T00:00:00,Cyber,43.4,ThreatWatch Intl,Eastern Corridor
EXT-401039,2026-05-09T14:00:00,Intrusion,75.8,ThreatWatch Intl,Southern Belt
EXT-401040,2026-05-15T11:00:00,Intrusion,45.1,GlobalIntel API,Zone E
EXT-401041,2026-05-03T12:00:00,Cyber,90.9,CyberSentry Feed,Northern District
EXT-401042,2026-06-01T08:00:00,Environmental,78.3,OpenCTI Mirror,Central Hub
EXT-401043,2026-06-07T11:00:00,intrusion,86.0,CyberSentry Feed,Zone A
EXT-401044,2026-06-05T23:00:00,Physical,65.8,ThreatWatch Intl,Northern District
EXT-401045,2026-06-27T15:00:00,Intrusion,68.4,ThreatWatch Intl,Zone A
EXT-401046,2026-05-04T16:00:00,Physical,39.2,CyberSentry Feed,Eastern Corridor
EXT-401047,2026-07-09T04:00:00,Environmental,69.6,CyberSentry Feed,Zone H
EXT-401048,2026-05-28T06:00:00,,81.3,OpenCTI Mirror,Central Hub
EXT-401049,2026-05-16T09:00:00,,69.5,ThreatWatch Intl,Zone F
EXT-401050,2026-07-03T00:00:00,Environmental,32.3,CyberSentry Feed,
EXT-401051,2026-06-08T18:00:00,CYBER-related,68.1,ThreatWatch Intl,Southern Belt
EXT-401052,2026-06-25T23:00:00,Physical,40.0,CyberSentry Feed,Southern Belt
EXT-401053,2026-04-29T08:00:00,,79.7,OpenCTI Mirror,Zone D
EXT-401054,2026-05-09T21:00:00,Cyber,74.4,GlobalIntel API,Southern Belt
EXT-401055,2026-06-19T23:00:00,Cyber,84.8,CyberSentry Feed,Zone C
EXT-401056,2026-07-22T03:00:00,,75.4,CyberSentry Feed,Central Hub
EXT-401057,2026-05-26T15:00:00,Cyber,59.4,ThreatWatch Intl,Southern Belt
EXT-401058,2026-07-22T20:00:00,,79.8,ThreatWatch Intl,Northern District
EXT-401059,2026-05-15T16:00:00,CYBER-related,53.0,GlobalIntel API,Central Hub
EXT-401060,2026-05-28T07:00:00,,53.2,GlobalIntel API,Central Hub
EXT-401061,2026-05-23T15:00:00,Intrusion,81.6,GlobalIntel API,Zone H
EXT-401062,2026-06-05T08:00:00,Cyber,62.8,GlobalIntel API,Zone I
EXT-401063,2026-06-26T11:00:00,Cyber,12.9,OpenCTI Mirror,Northern District
EXT-401064,2026-04-29T03:00:00,Cyber,79.5,CyberSentry Feed,Zone C
EXT-401065,2026-05-15T06:00:00,CYBER-related,81.8,CyberSentry Feed,Zone I
EXT-401066,2026-05-15T01:00:00,Intrusion,69.0,GlobalIntel API,Zone G
EXT-401067,2026-06-10T02:00:00,,70.0,ThreatWatch Intl,Western Zone
EXT-401068,2026-06-13T01:00:00,Cyber,76.7,ThreatWatch Intl,Zone G
EXT-401069,2026-07-21T18:00:00,Cyber,58.6,GlobalIntel API,Central Hub
EXT-401070,2026-07-07T12:00:00,Other,39.5,GlobalIntel API,Zone I
EXT-401071,2026-07-13T08:00:00,Other,28.1,ThreatWatch Intl,
EXT-401072,2026-06-10T21:00:00,Environmental,38.9,CyberSentry Feed,Zone C
EXT-401073,2026-07-20T14:00:00,Other,46.7,OpenCTI Mirror,Eastern Corridor
EXT-401074,2026-06-14T02:00:00,,62.8,CyberSentry Feed,Western Zone
EXT-401075,2026-06-14T09:00:00,,50.5,GlobalIntel API,Central Hub
EXT-401076,2026-05-06T02:00:00,Environmental,72.3,ThreatWatch Intl,Eastern Corridor
EXT-401077,2026-07-04T08:00:00,Environmental,77.9,OpenCTI Mirror,Zone E
EXT-401078,2026-05-26T10:00:00,Environmental,55.3,GlobalIntel API,Zone B
EXT-401079,2026-07-18T04:00:00,Cyber,71.8,OpenCTI Mirror,Central Hub
EXT-401080,2026-05-01T01:00:00,Cyber,73.7,ThreatWatch Intl,Zone J
EXT-401081,2026-05-08T00:00:00,Intrusion,79.3,ThreatWatch Intl,Zone J
EXT-401082,2026-05-28T22:00:00,intrusion,96.4,GlobalIntel API,Northern District
EXT-401083,2026-07-19T10:00:00,intrusion,38.0,GlobalIntel API,Zone B
EXT-401084,2026-05-02T17:00:00,Physical,52.0,CyberSentry Feed,Zone D
EXT-401085,2026-07-07T08:00:00,Cyber,55.4,CyberSentry Feed,Zone A
EXT-401086,2026-07-15T09:00:00,Intrusion,66.8,ThreatWatch Intl,Zone C
EXT-401087,2026-05-07T04:00:00,,61.7,OpenCTI Mirror,Northern District
EXT-401088,2026-06-08T05:00:00,,98.0,CyberSentry Feed,Southern Belt
EXT-401089,2026-07-08T04:00:00,,69.5,ThreatWatch Intl,Northern District
EXT-401090,2026-05-01T18:00:00,Physical,48.7,GlobalIntel API,Zone B
EXT-401091,2026-06-19T15:00:00,Other,78.2,GlobalIntel API,Western Zone
EXT-401092,2026-05-09T03:00:00,Physical,73.5,GlobalIntel API,Central Hub
EXT-401093,2026-05-16T18:00:00,Environmental,35.0,CyberSentry Feed,
EXT-401094,2026-07-14T06:00:00,Other,54.6,GlobalIntel API,Zone A
EXT-401095,2026-07-18T08:00:00,Intrusion,85.1,OpenCTI Mirror,Western Zone
EXT-401096,2026-05-24T07:00:00,,70.9,ThreatWatch Intl,Northern District
EXT-401097,2026-06-16T20:00:00,Cyber,91.5,OpenCTI Mirror,Southern Belt
EXT-401098,2026-06-04T18:00:00,Other,61.8,OpenCTI Mirror,Northern District
EXT-401099,2026-05-04T19:00:00,Environmental,81.8,GlobalIntel API,Zone F
EXT-401100,2026-07-26T09:00:00,,60.3,ThreatWatch Intl,Zone D
EXT-401101,2026-05-05T18:00:00,Other,61.9,OpenCTI Mirror,Zone D
EXT-401102,2026-06-12T17:00:00,CYBER-related,99.0,GlobalIntel API,Eastern Corridor
EXT-401103,2026-06-11T16:00:00,intrusion,90.3,CyberSentry Feed,Western Zone
EXT-401104,2026-07-05T01:00:00,,91.1,GlobalIntel API,Northern District
EXT-401105,2026-05-16T19:00:00,,77.7,OpenCTI Mirror,Northern District
EXT-401106,2026-06-30T05:00:00,Other,42.5,ThreatWatch Intl,Central Hub
EXT-401107,2026-06-07T09:00:00,intrusion,59.0,GlobalIntel API,Eastern Corridor
EXT-401108,2026-06-10T01:00:00,Intrusion,19.4,ThreatWatch Intl,Western Zone
EXT-401109,2026-05-18T23:00:00,Cyber,48.5,CyberSentry Feed,Northern District
EXT-401110,2026-06-12T05:00:00,,68.6,GlobalIntel API,Zone J
EXT-401111,2026-07-11T17:00:00,CYBER-related,50.6,CyberSentry Feed,Western Zone
EXT-401112,2026-07-02T13:00:00,Intrusion,17.4,ThreatWatch Intl,Northern District
EXT-401113,2026-07-21T04:00:00,Cyber,48.8,GlobalIntel API,Southern Belt
EXT-401114,2026-05-17T17:00:00,Cyber,69.2,CyberSentry Feed,Eastern Corridor
EXT-401115,2026-06-23T12:00:00,Environmental,96.6,CyberSentry Feed,Zone J
EXT-401116,2026-05-27T09:00:00,Physical,97.4,ThreatWatch Intl,Zone G
EXT-401117,2026-06-08T15:00:00,CYBER-related,55.1,ThreatWatch Intl,Eastern Corridor
EXT-401118,2026-05-05T09:00:00,Cyber,94.5,CyberSentry Feed,Central Hub
EXT-401119,2026-06-06T00:00:00,Cyber,78.5,GlobalIntel API,Southern Belt
EXT-401120,2026-07-17T20:00:00,Physical,72.1,GlobalIntel API,Western Zone
EXT-401121,2026-06-02T09:00:00,Physical,91.7,CyberSentry Feed,Zone I
EXT-401122,2026-07-04T23:00:00,Other,62.8,ThreatWatch Intl,
EXT-401123,2026-05-16T12:00:00,Intrusion,60.3,GlobalIntel API,Southern Belt
EXT-401124,2026-07-05T18:00:00,intrusion,93.3,OpenCTI Mirror,Zone J
EXT-401125,2026-07-10T21:00:00,Environmental,53.6,GlobalIntel API,Southern Belt
EXT-401126,2026-07-24T08:00:00,intrusion,72.1,GlobalIntel API,Central Hub
EXT-401127,2026-05-04T00:00:00,CYBER-related,94.3,GlobalIntel API,Zone I
EXT-401128,2026-07-11T15:00:00,CYBER-related,75.9,ThreatWatch Intl,Central Hub
EXT-401129,2026-07-24T18:00:00,Cyber,49.0,ThreatWatch Intl,Zone H
EXT-401130,2026-06-04T20:00:00,intrusion,71.3,GlobalIntel API,Southern Belt
EXT-401131,2026-06-08T11:00:00,Intrusion,40.0,ThreatWatch Intl,Southern Belt
EXT-401132,2026-07-26T08:00:00,,70.3,CyberSentry Feed,Southern Belt
EXT-401133,2026-05-04T23:00:00,intrusion,91.8,ThreatWatch Intl,Southern Belt
EXT-401134,2026-06-20T18:00:00,Cyber,41.6,CyberSentry Feed,Northern District
EXT-401135,2026-07-23T17:00:00,CYBER-related,31.0,CyberSentry Feed,Eastern Corridor
EXT-401136,2026-06-25T09:00:00,Physical,52.6,GlobalIntel API,Zone D
EXT-401137,2026-04-29T06:00:00,,49.8,ThreatWatch Intl,Zone C
EXT-401138,2026-05-29T09:00:00,Cyber,85.2,GlobalIntel API,Northern District
EXT-401139,2026-05-08T06:00:00,Cyber,65.5,OpenCTI Mirror,Zone E
EXT-401140,2026-06-07T01:00:00,Intrusion,64.0,GlobalIntel API,Zone B
EXT-401141,2026-07-27T23:00:00,,49.3,CyberSentry Feed,Zone H
EXT-401142,2026-06-27T11:00:00,CYBER-related,57.9,ThreatWatch Intl,Central Hub
EXT-401143,2026-07-21T15:00:00,Environmental,58.6,GlobalIntel API,Zone G
EXT-401144,2026-06-28T09:00:00,Intrusion,62.3,ThreatWatch Intl,Zone J
EXT-401145,2026-07-07T08:00:00,CYBER-related,57.3,CyberSentry Feed,
EXT-401146,2026-07-21T19:00:00,intrusion,25.8,OpenCTI Mirror,Zone G
EXT-401147,2026-05-01T19:00:00,CYBER-related,56.2,CyberSentry Feed,Southern Belt
EXT-401148,2026-06-04T03:00:00,Physical,62.2,ThreatWatch Intl,Zone H
EXT-401149,2026-06-17T23:00:00,intrusion,67.8,CyberSentry Feed,Zone H
EXT-401150,2026-05-14T13:00:00,Other,54.4,ThreatWatch Intl,Western Zone
EXT-401151,2026-05-27T13:00:00,Cyber,49.8,GlobalIntel API,Zone G
EXT-401152,2026-06-26T04:00:00,intrusion,92.1,GlobalIntel API,Zone G
EXT-401153,2026-07-01T03:00:00,CYBER-related,83.8,OpenCTI Mirror,Northern District
EXT-401154,2026-07-07T12:00:00,Intrusion,42.8,OpenCTI Mirror,Central Hub
EXT-401155,2026-07-03T00:00:00,Physical,92.4,ThreatWatch Intl,Western Zone
EXT-401156,2026-05-24T06:00:00,Cyber,24.2,GlobalIntel API,Zone J
EXT-401157,2026-06-08T05:00:00,CYBER-related,19.9,OpenCTI Mirror,Zone C
EXT-401158,2026-07-01T13:00:00,Intrusion,38.3,GlobalIntel API,Central Hub
EXT-401159,2026-06-15T01:00:00,intrusion,73.6,ThreatWatch Intl,
EXT-401160,2026-06-22T20:00:00,Physical,76.4,GlobalIntel API,Zone H
EXT-401161,2026-06-04T00:00:00,intrusion,94.3,OpenCTI Mirror,Northern District
EXT-401162,2026-06-04T15:00:00,Cyber,99.0,GlobalIntel API,Western Zone
EXT-401163,2026-05-11T21:00:00,Other,29.1,ThreatWatch Intl,Zone B
EXT-401164,2026-05-23T21:00:00,CYBER-related,39.8,GlobalIntel API,Western Zone
EXT-401165,2026-07-21T09:00:00,Intrusion,51.1,OpenCTI Mirror,Southern Belt
EXT-401166,2026-06-18T17:00:00,Physical,66.1,CyberSentry Feed,Western Zone
EXT-401167,2026-05-10T23:00:00,Intrusion,29.1,CyberSentry Feed,Zone H
EXT-401168,2026-05-24T16:00:00,CYBER-related,59.5,CyberSentry Feed,Northern District
EXT-401169,2026-07-25T18:00:00,intrusion,78.4,CyberSentry Feed,Zone C
EXT-401170,2026-06-12T19:00:00,CYBER-related,88.7,OpenCTI Mirror,
EXT-401171,2026-07-11T17:00:00,Environmental,49.6,ThreatWatch Intl,Zone B
EXT-401172,2026-07-09T18:00:00,,55.4,GlobalIntel API,Southern Belt
EXT-401173,2026-07-20T02:00:00,CYBER-related,54.9,ThreatWatch Intl,Zone B
EXT-401174,2026-06-08T03:00:00,Intrusion,50.0,OpenCTI Mirror,Central Hub
EXT-401175,2026-06-17T04:00:00,,72.1,GlobalIntel API,Eastern Corridor
EXT-401176,2026-05-17T03:00:00,intrusion,35.0,ThreatWatch Intl,Western Zone
EXT-401177,2026-07-25T20:00:00,Physical,87.4,ThreatWatch Intl,Zone H
EXT-401178,2026-06-28T04:00:00,Intrusion,61.3,GlobalIntel API,Zone F
EXT-401179,2026-07-05T23:00:00,CYBER-related,61.4,ThreatWatch Intl,Central Hub
EXT-401180,2026-06-01T05:00:00,Physical,41.4,GlobalIntel API,Zone B
EXT-401181,2026-06-04T06:00:00,Physical,57.4,CyberSentry Feed,Southern Belt
EXT-401182,2026-05-25T14:00:00,CYBER-related,86.6,GlobalIntel API,Western Zone
EXT-401183,2026-05-21T15:00:00,Other,35.9,OpenCTI Mirror,Western Zone
EXT-401184,2026-05-03T21:00:00,Intrusion,82.5,CyberSentry Feed,Central Hub
EXT-401185,2026-06-12T00:00:00,Other,61.4,OpenCTI Mirror,Zone B
EXT-401186,2026-06-30T11:00:00,intrusion,73.1,CyberSentry Feed,Zone B
EXT-401187,2026-07-26T08:00:00,intrusion,41.2,ThreatWatch Intl,Zone A
EXT-401188,2026-05-13T07:00:00,CYBER-related,79.2,GlobalIntel API,Zone G
EXT-401189,2026-06-08T03:00:00,CYBER-related,62.9,OpenCTI Mirror,Northern District
EXT-401190,2026-06-17T18:00:00,Physical,50.8,OpenCTI Mirror,Zone I
EXT-401191,2026-07-10T17:00:00,Physical,58.1,OpenCTI Mirror,Zone D
EXT-401192,2026-06-26T16:00:00,intrusion,97.4,ThreatWatch Intl,Zone G
EXT-401193,2026-06-23T12:00:00,Cyber,56.4,CyberSentry Feed,Zone I
EXT-401194,2026-06-20T18:00:00,intrusion,67.9,GlobalIntel API,Southern Belt
EXT-401195,2026-06-26T18:00:00,CYBER-related,78.6,GlobalIntel API,Eastern Corridor
EXT-401196,2026-06-15T06:00:00,Cyber,74.3,GlobalIntel API,Zone E
EXT-401197,2026-07-19T11:00:00,intrusion,50.1,CyberSentry Feed,Zone J
EXT-401198,2026-07-10T02:00:00,Environmental,55.8,GlobalIntel API,Southern Belt
EXT-401199,2026-05-26T00:00:00,intrusion,86.1,CyberSentry Feed,Zone G
EXT-401200,2026-05-28T05:00:00,Environmental,47.8,GlobalIntel API,Zone J
EXT-401201,2026-07-05T21:00:00,,42.0,ThreatWatch Intl,Eastern Corridor
EXT-401202,2026-07-01T17:00:00,intrusion,58.1,OpenCTI Mirror,Zone J
EXT-401203,2026-06-25T00:00:00,Cyber,68.9,CyberSentry Feed,Zone E
EXT-401204,2026-06-11T19:00:00,Other,48.6,CyberSentry Feed,Zone H
EXT-401205,2026-06-14T11:00:00,Environmental,54.8,ThreatWatch Intl,Eastern Corridor
EXT-401206,2026-06-08T01:00:00,Intrusion,73.4,CyberSentry Feed,Zone I
EXT-401207,2026-06-08T12:00:00,CYBER-related,66.3,ThreatWatch Intl,Eastern Corridor
EXT-401208,2026-05-11T02:00:00,Intrusion,73.2,ThreatWatch Intl,Zone A
EXT-401209,2026-05-16T21:00:00,,79.1,GlobalIntel API,Zone E
EXT-401210,2026-05-31T11:00:00,Other,34.8,OpenCTI Mirror,Zone H
EXT-401211,2026-06-02T05:00:00,CYBER-related,45.4,GlobalIntel API,Zone G
EXT-401212,2026-07-16T18:00:00,Intrusion,84.1,OpenCTI Mirror,Eastern Corridor
EXT-401213,2026-06-02T00:00:00,Cyber,59.9,OpenCTI Mirror,Northern District
EXT-401214,2026-07-26T15:00:00,Cyber,61.8,CyberSentry Feed,Central Hub
EXT-401215,2026-06-02T06:00:00,intrusion,30.4,CyberSentry Feed,Southern Belt
EXT-401216,2026-06-17T02:00:00,,87.4,ThreatWatch Intl,Zone C
EXT-401217,2026-05-03T18:00:00,Other,26.6,OpenCTI Mirror,Eastern Corridor
EXT-401218,2026-06-26T11:00:00,Cyber,77.9,CyberSentry Feed,Western Zone
EXT-401219,2026-07-02T18:00:00,CYBER-related,87.6,CyberSentry Feed,
EXT-401220,2026-05-05T19:00:00,,92.4,ThreatWatch Intl,Central Hub
EXT-401221,2026-07-17T22:00:00,Environmental,70.2,OpenCTI Mirror,Northern District
EXT-401222,2026-07-09T12:00:00,Cyber,83.9,CyberSentry Feed,Zone J
EXT-401223,2026-05-09T11:00:00,Cyber,42.0,GlobalIntel API,Zone H
EXT-401224,2026-06-04T03:00:00,,27.7,ThreatWatch Intl,Zone D
EXT-401225,2026-05-04T19:00:00,Other,76.3,GlobalIntel API,Southern Belt
EXT-401226,2026-06-23T15:00:00,Cyber,78.1,ThreatWatch Intl,Zone A
EXT-401227,2026-06-09T22:00:00,Intrusion,62.9,OpenCTI Mirror,Eastern Corridor
EXT-401228,2026-06-07T11:00:00,Physical,41.3,GlobalIntel API,Zone H
EXT-401229,2026-05-29T20:00:00,Cyber,51.2,CyberSentry Feed,Zone E
EXT-401230,2026-07-25T21:00:00,Physical,97.3,CyberSentry Feed,Northern District
EXT-401231,2026-07-19T17:00:00,CYBER-related,71.3,GlobalIntel API,Zone A
EXT-401232,2026-05-13T04:00:00,,67.4,CyberSentry Feed,Western Zone
EXT-401233,2026-05-14T00:00:00,Environmental,71.1,GlobalIntel API,Zone J
EXT-401234,2026-05-08T06:00:00,intrusion,78.0,GlobalIntel API,Eastern Corridor
EXT-401235,2026-07-08T11:00:00,Intrusion,62.6,GlobalIntel API,Zone G
EXT-401236,2026-05-27T03:00:00,Other,46.4,OpenCTI Mirror,Southern Belt
EXT-401237,2026-06-01T01:00:00,Physical,47.8,OpenCTI Mirror,Zone H
EXT-401238,2026-06-29T01:00:00,Environmental,68.5,GlobalIntel API,
EXT-401239,2026-06-15T23:00:00,intrusion,67.2,GlobalIntel API,Zone C
EXT-401240,2026-05-03T19:00:00,intrusion,91.7,OpenCTI Mirror,Zone C
EXT-401241,2026-06-04T10:00:00,Environmental,98.5,GlobalIntel API,
EXT-401242,2026-07-15T01:00:00,CYBER-related,85.5,ThreatWatch Intl,Western Zone
EXT-401243,2026-06-09T11:00:00,Physical,80.5,CyberSentry Feed,Zone F
EXT-401244,2026-06-22T20:00:00,CYBER-related,60.4,GlobalIntel API,Zone A
EXT-401245,2026-07-10T10:00:00,intrusion,48.4,OpenCTI Mirror,Southern Belt
EXT-401246,2026-06-25T06:00:00,Environmental,79.6,CyberSentry Feed,Southern Belt
EXT-401247,2026-06-06T04:00:00,Intrusion,51.6,OpenCTI Mirror,Zone H
EXT-401248,2026-05-14T12:00:00,CYBER-related,55.4,ThreatWatch Intl,Northern District
EXT-401249,2026-05-12T10:00:00,Other,56.9,CyberSentry Feed,Eastern Corridor
EXT-401250,2026-07-27T20:00:00,,99.0,CyberSentry Feed,Zone I
EXT-401251,2026-07-05T20:00:00,intrusion,57.4,CyberSentry Feed,Central Hub
EXT-401252,2026-06-30T06:00:00,Intrusion,52.3,CyberSentry Feed,Zone E
EXT-401253,2026-05-17T12:00:00,Cyber,73.4,CyberSentry Feed,Zone D
EXT-401254,2026-05-25T12:00:00,Environmental,43.1,GlobalIntel API,Western Zone
EXT-401255,2026-06-18T07:00:00,Other,85.6,OpenCTI Mirror,Zone B
EXT-401256,2026-07-15T01:00:00,Physical,43.4,CyberSentry Feed,Central Hub
