response_id,dispatch_time,arrival_time,unit,zone_code,response_status,shift
OPS-200887,2026-05-06 05:17,2026-05-06 05:30,Echo Unit,E,Resolved,Night
OPS-200888,2026-06-23 08:16,2026-06-23 08:23,Golf Unit,B,Closed,Day
OPS-200889,2026-07-18 01:54,2026-07-18 02:01,Hotel Unit,J,Resolved,Night
OPS-200890,2026-07-13 05:21,2026-07-13 05:35,Alpha Unit,H,Resolved,Night
OPS-200891,2026-06-04 04:10,2026-06-04 04:27,Foxtrot Unit,D,Escalated,Night
OPS-200892,2026-05-30 02:04,2026-05-30 02:14,Alpha Unit,G,Closed,Night
OPS-200893,2026-05-01 16:03,2026-05-01 16:11,Foxtrot Unit,F,Resolved,Day
OPS-200894,2026-07-22 08:38,2026-07-22 08:48,Hotel Unit,A,Closed,Day
OPS-200895,2026-04-30 16:58,2026-04-30 17:07,Golf Unit,I,Under Investigation,Day
OPS-200896,2026-05-03 19:59,2026-05-03 20:10,Foxtrot Unit,E,Resolved,Night
OPS-200897,2026-07-09 23:22,2026-07-09 23:28,Golf Unit,A,Closed,Night
OPS-200898,2026-05-11 20:26,2026-05-11 20:38,Hotel Unit,C,Under Investigation,Night
OPS-200899,2026-05-21 08:34,2026-05-21 08:53,Foxtrot Unit,B,Resolved,Day
OPS-200900,2026-05-17 20:13,2026-05-17 20:19,Alpha Unit,B,Closed,Night
OPS-200901,2026-04-29 18:52,2026-04-29 19:03,Charlie Unit,J,Resolved,Night
OPS-200902,2026-06-29 22:00,2026-06-29 22:14,Bravo Unit,C,Resolved,Night
OPS-200903,2026-06-03 14:15,2026-06-03 14:25,Golf Unit,I,Resolved,Day
OPS-200904,2026-07-04 04:40,2026-07-04 04:47,Bravo Unit,I,Resolved,Night
OPS-200905,2026-05-17 16:06,2026-05-17 16:09,Delta Unit,E,Resolved,Day
OPS-200906,2026-06-22 22:00,2026-06-22 22:06,Charlie Unit,E,Resolved,Night
OPS-200907,2026-05-28 13:20,2026-05-28 13:37,Bravo Unit,D,Under Investigation,Day
OPS-200908,2026-07-09 06:18,2026-07-09 06:28,Golf Unit,H,Escalated,Day
OPS-200909,2026-07-09 03:56,2026-07-09 04:03,Foxtrot Unit,G,Resolved,Night
OPS-200910,2026-06-12 09:09,2026-06-12 09:15,Foxtrot Unit,I,Closed,Day
OPS-200911,2026-05-18 12:24,2026-05-18 12:35,Foxtrot Unit,B,Resolved,Day
OPS-200912,2026-05-21 13:13,2026-05-21 13:26,Golf Unit,E,Resolved,Day
OPS-200913,2026-07-12 05:52,2026-07-12 06:05,Echo Unit,C,Under Investigation,Night
OPS-200914,2026-05-13 07:27,2026-05-13 07:36,Bravo Unit,H,Resolved,Day
OPS-200915,2026-06-25 01:38,2026-06-25 01:49,Echo Unit,H,Resolved,Night
OPS-200916,2026-07-04 10:24,2026-07-04 10:33,Golf Unit,H,Escalated,Day
OPS-200917,2026-05-25 21:40,2026-05-25 22:03,Delta Unit,D,Under Investigation,Night
OPS-200918,2026-06-20 23:42,2026-06-20 23:57,Bravo Unit,G,Resolved,Night
OPS-200919,2026-07-04 16:00,2026-07-04 16:07,Foxtrot Unit,F,Closed,Day
OPS-200920,2026-05-06 21:22,2026-05-06 21:35,Alpha Unit,I,Under Investigation,Night
OPS-200921,2026-06-24 03:26,2026-06-24 03:31,Delta Unit,A,Resolved,Night
OPS-200922,2026-06-24 20:08,2026-06-24 20:19,Golf Unit,B,Resolved,Night
OPS-200923,2026-07-07 02:39,2026-07-07 02:44,Bravo Unit,B,Under Investigation,Night
OPS-200924,2026-05-25 05:16,2026-05-25 05:34,Delta Unit,F,Resolved,Night
OPS-200925,2026-07-14 18:55,2026-07-14 19:01,Golf Unit,C,Under Investigation,Night
OPS-200926,2026-05-04 12:15,2026-05-04 12:18,Golf Unit,G,Under Investigation,Day
OPS-200927,2026-07-21 14:33,2026-07-21 14:35,Hotel Unit,F,Resolved,Day
OPS-200928,2026-05-08 15:21,2026-05-08 15:34,Delta Unit,G,Resolved,Day
OPS-200929,2026-06-21 11:43,2026-06-21 11:48,Charlie Unit,J,Under Investigation,Day
OPS-200930,2026-05-20 04:12,2026-05-20 04:21,Hotel Unit,F,Resolved,Night
OPS-200931,2026-06-30 12:07,2026-06-30 12:14,Echo Unit,F,Resolved,Day
OPS-200932,2026-06-04 17:15,2026-06-04 17:25,Delta Unit,J,Under Investigation,Day
OPS-200933,2026-05-15 22:27,2026-05-15 22:37,Golf Unit,E,Resolved,Night
OPS-200934,2026-05-05 19:18,2026-05-05 19:25,Golf Unit,F,Resolved,Night
OPS-200935,2026-05-04 23:51,2026-05-04 23:58,Alpha Unit,H,Closed,Night
OPS-200936,2026-05-21 20:00,2026-05-21 20:10,Golf Unit,B,Resolved,Night
OPS-200937,2026-06-01 07:36,2026-06-01 07:55,Foxtrot Unit,D,Escalated,Day
OPS-200938,2026-05-14 07:08,2026-05-14 07:20,Delta Unit,A,Resolved,Day
OPS-200939,2026-07-11 10:06,2026-07-11 10:12,Foxtrot Unit,C,Closed,Day
OPS-200940,2026-05-11 19:31,2026-05-11 19:42,Echo Unit,I,Closed,Night
OPS-200941,2026-04-30 20:15,2026-04-30 20:25,Alpha Unit,A,Resolved,Night
OPS-200942,2026-06-29 03:37,2026-06-29 03:45,Alpha Unit,F,Closed,Night
OPS-200943,2026-05-28 05:58,2026-05-28 06:11,Echo Unit,C,Resolved,Night
OPS-200944,2026-05-04 04:38,2026-05-04 04:46,Bravo Unit,E,Resolved,Night
OPS-200945,2026-05-25 00:15,2026-05-25 00:27,Golf Unit,E,Resolved,Night
OPS-200946,2026-05-10 02:44,2026-05-10 02:56,Alpha Unit,C,Escalated,Night
OPS-200947,2026-07-26 22:03,2026-07-26 22:12,Charlie Unit,I,Resolved,Night
OPS-200948,2026-07-17 10:34,2026-07-17 10:36,Delta Unit,C,Resolved,Day
OPS-200949,2026-07-08 02:04,2026-07-08 02:16,Bravo Unit,B,Closed,Night
OPS-200950,2026-05-02 04:13,2026-05-02 04:18,Delta Unit,J,Escalated,Night
OPS-200951,2026-05-10 15:12,2026-05-10 15:14,Foxtrot Unit,H,Resolved,Day
OPS-200952,2026-06-02 05:34,2026-06-02 05:36,Echo Unit,G,Resolved,Night
OPS-200953,2026-05-20 23:30,2026-05-20 23:34,Delta Unit,C,Closed,Night
OPS-200954,2026-05-27 15:44,2026-05-27 15:57,Echo Unit,E,Closed,Day
OPS-200955,2026-06-24 08:27,2026-06-24 08:37,Golf Unit,E,Under Investigation,Day
OPS-200956,2026-06-30 16:43,2026-06-30 16:52,Echo Unit,A,Closed,Day
OPS-200957,2026-05-05 04:33,2026-05-05 04:41,Bravo Unit,E,Resolved,Night
OPS-200958,2026-05-07 01:32,2026-05-07 01:42,Alpha Unit,F,Escalated,Night
OPS-200959,2026-07-02 10:42,2026-07-02 10:55,Delta Unit,I,Resolved,Day
OPS-200960,2026-04-29 19:43,2026-04-29 19:50,Delta Unit,A,Resolved,Night
OPS-200961,2026-07-20 14:33,2026-07-20 14:52,Hotel Unit,D,Under Investigation,Day
OPS-200962,2026-05-17 00:39,2026-05-17 00:54,Charlie Unit,H,Resolved,Night
OPS-200963,2026-06-24 22:36,2026-06-24 22:42,Golf Unit,E,Resolved,Night
OPS-200964,2026-06-24 21:02,2026-06-24 21:15,Delta Unit,H,Under Investigation,Night
OPS-200965,2026-07-04 05:33,2026-07-04 05:46,Golf Unit,A,Escalated,Night
OPS-200966,2026-05-31 05:14,2026-05-31 05:29,Echo Unit,D,Resolved,Night
OPS-200967,2026-06-18 23:48,2026-06-18 23:51,Bravo Unit,E,Under Investigation,Night
OPS-200968,2026-05-26 22:20,2026-05-26 22:38,Delta Unit,D,Resolved,Night
OPS-200969,2026-05-26 15:45,2026-05-26 16:04,Hotel Unit,D,Resolved,Day
OPS-200970,2026-06-22 13:20,2026-06-22 13:23,Hotel Unit,G,Resolved,Day
OPS-200971,2026-07-03 10:51,2026-07-03 11:06,Echo Unit,D,Resolved,Day
OPS-200972,2026-06-27 09:25,2026-06-27 09:35,Golf Unit,E,Under Investigation,Day
OPS-200973,2026-05-01 06:26,2026-05-01 06:35,Golf Unit,B,Escalated,Day
OPS-200974,2026-05-20 07:02,2026-05-20 07:09,Delta Unit,I,Under Investigation,Day
OPS-200975,2026-05-10 17:12,2026-05-10 17:19,Golf Unit,I,Closed,Day
OPS-200976,2026-06-09 16:42,2026-06-09 16:45,Charlie Unit,E,Resolved,Day
OPS-200977,2026-05-04 10:15,2026-05-04 10:25,Echo Unit,E,Resolved,Day
OPS-200978,2026-07-24 06:55,2026-07-24 07:10,Echo Unit,A,Under Investigation,Day
OPS-200979,2026-07-17 06:13,2026-07-17 06:18,Golf Unit,F,Under Investigation,Day
OPS-200980,2026-06-06 19:46,2026-06-06 20:08,Golf Unit,D,Closed,Night
OPS-200981,2026-05-05 17:02,2026-05-05 17:10,Golf Unit,G,Resolved,Day
OPS-200982,2026-07-07 03:29,2026-07-07 03:32,Alpha Unit,G,Resolved,Night
OPS-200983,2026-06-07 05:43,2026-06-07 05:48,Foxtrot Unit,H,Resolved,Night
OPS-200984,2026-05-17 17:37,2026-05-17 17:44,Hotel Unit,B,Resolved,Day
OPS-200985,2026-05-14 22:27,2026-05-14 22:39,Bravo Unit,C,Resolved,Night
OPS-200986,2026-07-12 22:34,2026-07-12 22:41,Alpha Unit,H,Escalated,Night
OPS-200987,2026-06-15 22:19,2026-06-15 22:25,Golf Unit,I,Escalated,Night
OPS-200988,2026-06-28 12:11,2026-06-28 12:16,Echo Unit,J,Resolved,Day
OPS-200989,2026-06-25 01:59,2026-06-25 02:07,Alpha Unit,A,Resolved,Night
OPS-200990,2026-05-24 23:35,2026-05-24 23:41,Hotel Unit,C,Escalated,Night
OPS-200991,2026-05-27 04:47,2026-05-27 04:57,Alpha Unit,B,Resolved,Night
OPS-200992,2026-05-16 04:39,2026-05-16 04:51,Golf Unit,B,Under Investigation,Night
OPS-200993,2026-06-02 05:39,2026-06-02 05:53,Echo Unit,B,Resolved,Night
OPS-200994,2026-07-09 02:35,2026-07-09 02:49,Bravo Unit,B,Resolved,Night
OPS-200995,2026-05-16 16:14,2026-05-16 16:30,Charlie Unit,C,Escalated,Day
OPS-200996,2026-07-12 12:42,2026-07-12 12:51,Golf Unit,G,Resolved,Day
OPS-200997,2026-07-09 16:16,2026-07-09 16:18,Golf Unit,H,Escalated,Day
OPS-200998,2026-07-16 04:34,2026-07-16 04:41,Hotel Unit,A,Resolved,Night
OPS-200999,2026-05-20 16:38,2026-05-20 16:53,Echo Unit,E,Resolved,Day
OPS-201000,2026-06-01 04:00,2026-06-01 04:13,Hotel Unit,A,Under Investigation,Night
OPS-201001,2026-06-26 07:16,2026-06-26 07:31,Bravo Unit,B,Escalated,Day
OPS-201002,2026-04-30 06:34,2026-04-30 06:49,Delta Unit,D,Resolved,Day
OPS-201003,2026-07-10 16:15,2026-07-10 16:29,Golf Unit,A,Resolved,Day
OPS-201004,2026-07-17 19:13,2026-07-17 19:20,Alpha Unit,G,Resolved,Night
OPS-201005,2026-06-12 00:24,2026-06-12 00:33,Alpha Unit,A,Resolved,Night
OPS-201006,2026-05-19 00:19,2026-05-19 00:28,Foxtrot Unit,J,Closed,Night
OPS-201007,2026-05-27 07:04,2026-05-27 07:13,Echo Unit,J,Resolved,Day
OPS-201008,2026-07-11 21:17,2026-07-11 21:28,Echo Unit,G,Resolved,Night
OPS-201009,2026-06-20 17:15,2026-06-20 17:27,Hotel Unit,G,Resolved,Day
OPS-201010,2026-06-09 01:17,2026-06-09 01:28,Foxtrot Unit,I,Resolved,Night
OPS-201011,2026-06-18 07:52,2026-06-18 08:09,Alpha Unit,D,Escalated,Day
OPS-201012,2026-07-18 04:14,2026-07-18 04:23,Hotel Unit,E,Resolved,Night
OPS-201013,2026-05-27 06:49,2026-05-27 07:00,Golf Unit,I,Escalated,Day
OPS-201014,2026-06-17 14:14,2026-06-17 14:23,Foxtrot Unit,C,Resolved,Day
OPS-201015,2026-06-17 06:35,2026-06-17 06:43,Bravo Unit,H,Resolved,Day
OPS-201016,2026-05-29 22:51,2026-05-29 23:02,Alpha Unit,H,Under Investigation,Night
OPS-201017,2026-05-24 23:22,2026-05-24 23:35,Hotel Unit,H,Closed,Night
OPS-201018,2026-05-30 01:30,2026-05-30 01:40,Hotel Unit,I,Under Investigation,Night
OPS-201019,2026-06-22 00:58,2026-06-22 01:10,Echo Unit,F,Under Investigation,Night
OPS-201020,2026-06-20 10:42,2026-06-20 10:51,Echo Unit,J,Closed,Day
OPS-201021,2026-06-30 04:11,2026-06-30 04:23,Bravo Unit,B,Resolved,Night
OPS-201022,2026-07-01 03:41,2026-07-01 03:51,Bravo Unit,C,Resolved,Night
OPS-201023,2026-05-09 19:33,2026-05-09 19:43,Charlie Unit,B,Resolved,Night
OPS-201024,2026-07-13 09:58,2026-07-13 10:14,Golf Unit,D,Resolved,Day
OPS-201025,2026-05-13 23:55,2026-05-14 00:02,Charlie Unit,B,Resolved,Night
OPS-201026,2026-07-21 05:36,2026-07-21 05:57,Foxtrot Unit,D,Resolved,Night
OPS-201027,2026-05-24 00:49,2026-05-24 00:59,Golf Unit,F,Resolved,Night
OPS-201028,2026-06-13 01:38,2026-06-13 01:47,Alpha Unit,G,Resolved,Night
OPS-201029,2026-07-10 18:02,2026-07-10 18:16,Echo Unit,F,Closed,Night
OPS-201030,2026-06-05 01:15,2026-06-05 01:24,Golf Unit,E,Resolved,Night
OPS-201031,2026-06-18 16:58,2026-06-18 17:04,Foxtrot Unit,H,Resolved,Day
OPS-201032,2026-05-23 08:04,2026-05-23 08:12,Alpha Unit,E,Resolved,Day
OPS-201033,2026-06-30 02:36,2026-06-30 02:46,Charlie Unit,I,Under Investigation,Night
OPS-201034,2026-06-15 20:15,2026-06-15 20:23,Foxtrot Unit,E,Resolved,Night
OPS-201035,2026-05-22 09:44,2026-05-22 10:03,Echo Unit,B,Under Investigation,Day
OPS-201036,2026-05-23 04:51,2026-05-23 05:00,Alpha Unit,C,Under Investigation,Night
OPS-201037,2026-05-31 21:39,2026-05-31 21:44,Golf Unit,G,Resolved,Night
OPS-201038,2026-07-02 12:02,2026-07-02 12:13,Alpha Unit,C,Under Investigation,Day
OPS-201039,2026-07-13 09:34,2026-07-13 09:38,Golf Unit,C,Under Investigation,Day
OPS-201040,2026-07-18 20:10,2026-07-18 20:20,Alpha Unit,F,Closed,Night
OPS-201041,2026-05-10 17:17,2026-05-10 17:25,Foxtrot Unit,G,Under Investigation,Day
OPS-201042,2026-06-19 06:00,2026-06-19 06:09,Golf Unit,J,Under Investigation,Day
OPS-201043,2026-07-02 04:30,2026-07-02 04:38,Golf Unit,J,Closed,Night
OPS-201044,2026-07-17 18:39,2026-07-17 18:50,Echo Unit,I,Under Investigation,Night
OPS-201045,2026-06-01 11:28,2026-06-01 11:39,Hotel Unit,F,Resolved,Day
OPS-201046,2026-06-19 22:22,2026-06-19 22:37,Alpha Unit,D,Closed,Night
OPS-201047,2026-05-10 05:27,2026-05-10 05:36,Hotel Unit,A,Resolved,Night
OPS-201048,2026-06-21 06:37,2026-06-21 06:41,Charlie Unit,C,Resolved,Day
OPS-201049,2026-07-08 07:30,2026-07-08 07:44,Charlie Unit,C,Resolved,Day
OPS-201050,2026-06-27 00:55,2026-06-27 01:02,Alpha Unit,C,Resolved,Night
OPS-201051,2026-05-25 17:59,2026-05-25 18:16,Charlie Unit,D,Under Investigation,Day
OPS-201052,2026-06-02 23:07,2026-06-02 23:20,Bravo Unit,I,Escalated,Night
OPS-201053,2026-05-12 13:21,2026-05-12 13:26,Delta Unit,A,Resolved,Day
OPS-201054,2026-05-01 16:24,2026-05-01 16:33,Delta Unit,C,Under Investigation,Day
OPS-201055,2026-05-31 16:37,2026-05-31 16:47,Bravo Unit,C,Under Investigation,Day
OPS-201056,2026-05-16 13:16,2026-05-16 13:24,Delta Unit,G,Under Investigation,Day
OPS-201057,2026-05-30 04:09,2026-05-30 04:14,Hotel Unit,C,Escalated,Night
OPS-201058,2026-05-05 17:05,2026-05-05 17:08,Echo Unit,I,Resolved,Day
OPS-201059,2026-05-21 13:30,2026-05-21 13:42,Bravo Unit,B,Resolved,Day
OPS-201060,2026-06-24 18:01,2026-06-24 18:21,Alpha Unit,D,Resolved,Night
OPS-201061,2026-07-10 07:28,2026-07-10 07:36,Foxtrot Unit,F,Resolved,Day
OPS-201062,2026-06-15 23:08,2026-06-15 23:18,Alpha Unit,G,Closed,Night
OPS-201063,2026-07-23 23:39,2026-07-23 23:45,Alpha Unit,A,Resolved,Night
OPS-201064,2026-06-04 04:27,2026-06-04 04:38,Bravo Unit,G,Resolved,Night
OPS-201065,2026-06-28 13:54,2026-06-28 14:03,Charlie Unit,E,Escalated,Day
OPS-201066,2026-05-05 05:27,2026-05-05 05:42,Foxtrot Unit,A,Under Investigation,Night
OPS-201067,2026-05-28 15:06,2026-05-28 15:13,Golf Unit,H,Resolved,Day
OPS-201068,2026-07-08 05:08,2026-07-08 05:22,Delta Unit,B,Closed,Night
OPS-201069,2026-06-05 14:22,2026-06-05 14:32,Echo Unit,A,Resolved,Day
OPS-201070,2026-05-14 01:25,2026-05-14 01:34,Alpha Unit,F,Under Investigation,Night
OPS-201071,2026-07-19 04:37,2026-07-19 04:50,Golf Unit,B,Closed,Night
OPS-201072,2026-06-29 19:41,2026-06-29 19:47,Delta Unit,B,Resolved,Night
OPS-201073,2026-05-03 12:07,2026-05-03 12:15,Golf Unit,A,Resolved,Day
OPS-201074,2026-06-02 21:54,2026-06-02 22:08,Hotel Unit,D,Resolved,Night
OPS-201075,2026-06-18 07:17,2026-06-18 07:24,Echo Unit,E,Under Investigation,Day
OPS-201076,2026-07-24 07:37,2026-07-24 07:52,Echo Unit,C,Escalated,Day
OPS-201077,2026-05-22 08:45,2026-05-22 08:56,Alpha Unit,B,Escalated,Day
OPS-201078,2026-07-09 02:40,2026-07-09 02:51,Hotel Unit,E,Resolved,Night
OPS-201079,2026-06-13 17:55,2026-06-13 18:07,Delta Unit,G,Resolved,Day
OPS-201080,2026-06-10 22:50,2026-06-10 22:58,Echo Unit,C,Closed,Night
OPS-201081,2026-05-27 15:18,2026-05-27 15:24,Alpha Unit,B,Under Investigation,Day
OPS-201082,2026-07-20 09:30,2026-07-20 09:46,Golf Unit,H,Resolved,Day
OPS-201083,2026-05-19 10:59,2026-05-19 11:09,Echo Unit,C,Resolved,Day
OPS-201084,2026-07-19 05:27,2026-07-19 05:30,Hotel Unit,I,Under Investigation,Night
OPS-201085,2026-04-30 04:32,2026-04-30 04:44,Golf Unit,F,Under Investigation,Night
OPS-201086,2026-06-02 03:23,2026-06-02 03:38,Echo Unit,A,Escalated,Night
OPS-201087,2026-07-04 00:32,2026-07-04 00:46,Echo Unit,B,Resolved,Night
OPS-201088,2026-05-03 13:14,2026-05-03 13:27,Hotel Unit,C,Resolved,Day
OPS-201089,2026-07-17 09:30,2026-07-17 09:50,Foxtrot Unit,D,Closed,Day
OPS-201090,2026-06-20 05:39,2026-06-20 05:41,Delta Unit,I,Resolved,Night
OPS-201091,2026-06-17 02:51,2026-06-17 03:07,Delta Unit,J,Resolved,Night
OPS-201092,2026-07-06 02:40,2026-07-06 02:51,Echo Unit,B,Resolved,Night
OPS-201093,2026-06-07 03:40,2026-06-07 03:50,Bravo Unit,G,Under Investigation,Night
OPS-201094,2026-07-18 00:44,2026-07-18 00:51,Bravo Unit,E,Resolved,Night
OPS-201095,2026-06-05 11:03,2026-06-05 11:13,Hotel Unit,B,Under Investigation,Day
OPS-201096,2026-06-02 17:53,2026-06-02 18:09,Alpha Unit,A,Resolved,Day
OPS-201097,2026-06-08 08:19,2026-06-08 08:34,Alpha Unit,H,Resolved,Day
OPS-201098,2026-05-25 14:25,2026-05-25 14:29,Bravo Unit,B,Resolved,Day
OPS-201099,2026-07-23 16:08,2026-07-23 16:19,Golf Unit,A,Resolved,Day
OPS-201100,2026-07-03 06:25,2026-07-03 06:35,Echo Unit,B,Resolved,Day
OPS-201101,2026-06-28 04:59,2026-06-28 05:09,Charlie Unit,B,Under Investigation,Night
OPS-201102,2026-06-09 10:44,2026-06-09 10:51,Foxtrot Unit,G,Resolved,Day
OPS-201103,2026-07-03 16:07,2026-07-03 16:18,Delta Unit,C,Under Investigation,Day
OPS-201104,2026-06-17 06:30,2026-06-17 06:40,Golf Unit,A,Resolved,Day
OPS-201105,2026-07-05 01:08,2026-07-05 01:19,Delta Unit,E,Resolved,Night
OPS-201106,2026-06-08 04:09,2026-06-08 04:18,Alpha Unit,H,Resolved,Night
OPS-201107,2026-07-23 08:08,2026-07-23 08:20,Hotel Unit,I,Under Investigation,Day
OPS-201108,2026-07-14 00:07,2026-07-14 00:14,Hotel Unit,J,Resolved,Night
OPS-201109,2026-05-03 04:08,2026-05-03 04:16,Foxtrot Unit,G,Resolved,Night
OPS-201110,2026-05-25 04:19,2026-05-25 04:32,Bravo Unit,C,Resolved,Night
OPS-201111,2026-06-01 18:59,2026-06-01 19:05,Hotel Unit,I,Under Investigation,Night
OPS-201112,2026-05-05 02:06,2026-05-05 02:17,Foxtrot Unit,F,Closed,Night
OPS-201113,2026-05-20 11:07,2026-05-20 11:26,Echo Unit,D,Resolved,Day
OPS-201114,2026-06-21 23:34,2026-06-21 23:41,Echo Unit,F,Resolved,Night
OPS-201115,2026-07-07 20:10,2026-07-07 20:15,Charlie Unit,F,Resolved,Night
OPS-201116,2026-07-22 10:01,2026-07-22 10:21,Foxtrot Unit,A,Closed,Day
OPS-201117,2026-06-05 14:10,2026-06-05 14:16,Bravo Unit,C,Resolved,Day
OPS-201118,2026-05-26 21:27,2026-05-26 21:37,Foxtrot Unit,H,Resolved,Night
OPS-201119,2026-05-11 07:47,2026-05-11 07:56,Echo Unit,A,Closed,Day
OPS-201120,2026-07-11 22:41,2026-07-11 22:57,Alpha Unit,H,Resolved,Night
OPS-201121,2026-05-13 01:26,2026-05-13 01:33,Echo Unit,A,Resolved,Night
OPS-201122,2026-06-16 14:30,2026-06-16 14:43,Delta Unit,I,Resolved,Day
OPS-201123,2026-05-05 04:23,2026-05-05 04:33,Hotel Unit,H,Escalated,Night
OPS-201124,2026-06-15 19:24,2026-06-15 19:34,Foxtrot Unit,B,Closed,Night
OPS-201125,2026-06-19 09:47,2026-06-19 09:54,Delta Unit,A,Resolved,Day
OPS-201126,2026-05-23 07:27,2026-05-23 07:37,Alpha Unit,F,Escalated,Day
OPS-201127,2026-05-17 03:48,2026-05-17 04:01,Alpha Unit,C,Closed,Night
OPS-201128,2026-07-26 19:54,2026-07-26 20:09,Golf Unit,B,Closed,Night
OPS-201129,2026-06-08 17:54,2026-06-08 18:03,Alpha Unit,C,Under Investigation,Day
OPS-201130,2026-06-29 15:15,2026-06-29 15:25,Bravo Unit,C,Under Investigation,Day
OPS-201131,2026-07-22 17:54,2026-07-22 18:02,Foxtrot Unit,D,Resolved,Day
OPS-201132,2026-06-18 06:45,2026-06-18 06:53,Foxtrot Unit,C,Closed,Day
OPS-201133,2026-06-12 01:11,2026-06-12 01:15,Bravo Unit,J,Resolved,Night
OPS-201134,2026-06-28 17:37,2026-06-28 17:46,Bravo Unit,B,Under Investigation,Day
OPS-201135,2026-07-20 15:12,2026-07-20 15:26,Golf Unit,D,Resolved,Day
OPS-201136,2026-06-13 09:10,2026-06-13 09:15,Golf Unit,G,Resolved,Day
OPS-201137,2026-06-27 13:38,2026-06-27 13:40,Charlie Unit,I,Closed,Day
OPS-201138,2026-06-02 08:24,2026-06-02 08:28,Alpha Unit,H,Resolved,Day
OPS-201139,2026-06-30 11:30,2026-06-30 11:39,Hotel Unit,G,Resolved,Day
OPS-201140,2026-06-13 21:24,2026-06-13 21:33,Bravo Unit,E,Under Investigation,Night
OPS-201141,2026-07-02 03:57,2026-07-02 04:09,Hotel Unit,G,Resolved,Night
OPS-201142,2026-05-15 17:19,2026-05-15 17:23,Hotel Unit,C,Resolved,Day
OPS-201143,2026-05-09 00:26,2026-05-09 00:46,Delta Unit,D,Resolved,Night
OPS-201144,2026-06-04 10:28,2026-06-04 10:36,Alpha Unit,J,Under Investigation,Day
OPS-201145,2026-07-09 17:11,2026-07-09 17:18,Foxtrot Unit,F,Resolved,Day
OPS-201146,2026-06-26 05:58,2026-06-26 06:06,Hotel Unit,J,Resolved,Night
OPS-201147,2026-06-13 13:23,2026-06-13 13:32,Echo Unit,A,Escalated,Day
OPS-201148,2026-07-22 03:42,2026-07-22 03:57,Bravo Unit,J,Resolved,Night
OPS-201149,2026-07-22 17:29,2026-07-22 17:31,Golf Unit,J,Resolved,Day
OPS-201150,2026-06-03 16:02,2026-06-03 16:10,Hotel Unit,H,Escalated,Day
OPS-201151,2026-06-27 21:00,2026-06-27 21:08,Foxtrot Unit,E,Resolved,Night
OPS-201152,2026-07-22 09:24,2026-07-22 09:29,Golf Unit,I,Resolved,Day
OPS-201153,2026-06-13 17:52,2026-06-13 18:07,Alpha Unit,E,Resolved,Day
OPS-201154,2026-06-29 11:05,2026-06-29 11:16,Foxtrot Unit,A,Resolved,Day
OPS-201155,2026-05-11 05:59,2026-05-11 06:04,Golf Unit,G,Under Investigation,Night
OPS-201156,2026-06-24 05:00,2026-06-24 05:10,Hotel Unit,I,Resolved,Night
OPS-201157,2026-06-07 03:26,2026-06-07 03:37,Foxtrot Unit,B,Resolved,Night
OPS-201158,2026-05-10 23:26,2026-05-10 23:37,Foxtrot Unit,F,Closed,Night
OPS-201159,2026-05-04 14:35,2026-05-04 14:44,Alpha Unit,G,Resolved,Day
OPS-201160,2026-06-23 21:37,2026-06-23 21:52,Echo Unit,G,Under Investigation,Night
OPS-201161,2026-05-26 11:23,2026-05-26 11:32,Alpha Unit,J,Resolved,Day
OPS-201162,2026-07-01 20:05,2026-07-01 20:17,Golf Unit,A,Resolved,Night
OPS-201163,2026-07-07 00:47,2026-07-07 00:50,Hotel Unit,J,Resolved,Night
OPS-201164,2026-05-17 02:03,2026-05-17 02:07,Echo Unit,F,Resolved,Night
OPS-201165,2026-07-24 13:37,2026-07-24 13:46,Charlie Unit,F,Closed,Day
OPS-201166,2026-06-10 21:30,2026-06-10 21:40,Charlie Unit,G,Closed,Night
OPS-201167,2026-05-24 01:18,2026-05-24 01:34,Golf Unit,C,Under Investigation,Night
OPS-201168,2026-05-16 07:21,2026-05-16 07:35,Golf Unit,G,Escalated,Day
OPS-201169,2026-07-02 17:52,2026-07-02 18:03,Echo Unit,F,Under Investigation,Day
OPS-201170,2026-07-04 23:32,2026-07-04 23:40,Echo Unit,A,Escalated,Night
OPS-201171,2026-07-09 22:36,2026-07-09 22:47,Alpha Unit,J,Escalated,Night
OPS-201172,2026-07-18 03:28,2026-07-18 03:31,Bravo Unit,A,Resolved,Night
OPS-201173,2026-06-17 13:22,2026-06-17 13:27,Golf Unit,C,Resolved,Day
OPS-201174,2026-07-27 18:08,2026-07-27 18:23,Alpha Unit,D,Resolved,Night
OPS-201175,2026-06-19 10:46,2026-06-19 10:59,Hotel Unit,G,Escalated,Day
OPS-201176,2026-05-14 08:33,2026-05-14 08:49,Bravo Unit,D,Under Investigation,Day
OPS-201177,2026-06-10 13:02,2026-06-10 13:10,Alpha Unit,E,Resolved,Day
OPS-201178,2026-06-02 13:43,2026-06-02 13:51,Alpha Unit,F,Resolved,Day
OPS-201179,2026-07-17 19:02,2026-07-17 19:11,Hotel Unit,D,Resolved,Night
OPS-201180,2026-06-23 19:43,2026-06-23 19:49,Delta Unit,B,Closed,Night
OPS-201181,2026-06-28 08:57,2026-06-28 09:04,Hotel Unit,F,Resolved,Day
OPS-201182,2026-07-19 01:09,2026-07-19 01:14,Alpha Unit,B,Resolved,Night
